fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.41094177573525,1.4756358754436603,0.9311773340682113,1.45298861129891,0.20130774166273266,31.79672619029812,74.33484171668711,0.9952769922270887,2.918323989378177,0.5113896957804643,13.971392692900535,8.0
6.442654650005828,1.2543822318144562,0.8699965341349095,10.048957621181167,0.5881610495032029,67.01636076279169,102.03151642387236,1.002844980533594,3.2347478993165435,1.9088416990313952,10.231745807803462,6.0
13.455168788745873,1.5311844868510258,0.5254047751187063,3.232118093459211,0.1488707890653216,28.639902641932892,233.12136532357994,1.0033251694386403,3.592407955184928,0.6181684445416193,8.741205035577082,7.0
13.73631429390871,1.319995953746774,0.14559216473235903,3.84062876928717,0.24106958210818072,62.05557695221684,13.087273166093105,0.9989545236315129,3.046270033400656,1.1092394852975087,13.431045141748193,9.0
11.669601234403244,0.957072988690771,0.21264694108314763,9.666008721517677,0.16785686385827867,4.363488029619914,6.7129056940567,0.9968668483344836,3.4485356342131848,0.6126197267841974,14.367800341762178,9.0
11.42648405601229,0.9532189193843696,0.6309924266770336,7.763980034740044,0.046805388635593206,51.428423331699406,240.98281163998035,1.0014300236334734,3.5940720735352043,0.40377509281255547,13.629816893943417,9.0
14.608431505198524,0.30211977207110385,0.6425011026373617,9.22707302957125,0.2689342555629156,18.182817720204305,193.50081779702109,1.0010374570518379,3.6001231194910814,0.7073515225428251,13.001133753870677,9.0
13.17802738651271,1.1341946772657088,0.8106857276774905,10.221957542790928,0.27977094075591163,52.45050098002328,199.82979615143756,0.999927376696754,2.872568530010796,0.5493865079609739,9.229273361499494,8.0
6.646487134396057,1.3995290901225452,0.02983381053080858,5.735032061356724,0.155447934308094,17.18001706908059,172.41999779704344,1.0023864915775091,3.278519367072747,1.7720566520975456,13.50122337606416,9.0
6.296913272414079,0.8457239253623767,0.9985008593531739,9.479112802967022,0.4998691677189033,57.14850019555003,258.81802941975286,0.9994949248969803,3.37963625678229,0.7671106441761717,13.849720494830718,5.0
9.523176893926728,0.5435226640009108,0.11317391291228751,12.762200805882138,0.21022174769248186,42.61495702509195,245.35728281620905,1.0002462169770987,3.7901388373413334,1.1399834799084243,12.66488269514251,9.0
8.953579844946013,0.2183869300107631,0.718276548121595,11.83489340468754,0.42792568926084945,11.343528076711682,167.736072652756,0.9977303101665034,3.5393596156236513,0.6354643764738985,12.282819914097079,8.0
11.105521528827566,0.13559132466476265,0.04559249445771696,1.609813819822349,0.34024908507941226,50.590954507561236,226.45442159742657,1.0008988150307476,3.49254887945954,0.42994660136632207,10.363070659758398,7.0
6.250824847359955,1.3257989845003189,0.04168286428196921,13.049230137355977,0.6022928520720588,8.68734909154417,270.4234543100356,0.9954526287878079,3.5498968617062956,0.47193412284558334,13.925921460521124,3.0
12.358501111368252,1.0019782225570708,0.6139309160604308,12.521745769862015,0.5448399149988044,40.76819732124353,260.87576585343106,0.9954408632691978,3.9732293784061232,1.21867395566064,13.581997260497673,7.0
9.897485257191885,0.6584311486241466,0.2548010856394969,15.079305423537402,0.21992950650103266,15.761882044633083,112.05737540568981,0.9969217190832221,3.187887880994519,1.3129156304954794,8.669053914463106,9.0
11.040990368625398,1.2939230155364254,0.11332409542308586,10.54073443847638,0.6063935076574484,54.362429553104526,177.6808983168889,0.9987156073491426,3.8023047245453974,0.38387788402479217,9.707556481843039,4.0
11.896421467294847,1.569317155701956,0.16438230893854722,10.201472325541777,0.05953468877986548,7.671195794528696,274.9775717207867,0.9934281523903169,3.5786421224459035,0.6725017292038244,8.804880520900477,5.0
12.773749278175757,1.5592642369247223,0.23046614188140702,3.1041001583675905,0.45082780543713136,19.353834445623267,140.98204303984485,0.9904449086472327,3.116067367711949,0.6201816716192567,12.039696982114627,5.0
12.291579587769036,1.2100576839494255,0.1637474096939513,9.163640238150004,0.0384683628337117,25.704424363264913,150.57417389914661,1.0034012049496428,2.753004876682302,0.9042243494445537,11.361357045721196,9.0
6.644363675262856,0.5658637108624343,0.3909556991887422,11.582616045402991,0.49340678446886377,28.745098797123216,266.37423356313326,1.001028545125283,3.4694095240464415,0.7054327786431096,12.361555747906797,5.0
5.935190863510036,0.20031328959058564,0.7211339098512424,5.9873138945392155,0.5596574749985629,6.436896679842861,38.711098877436264,0.9985273299423759,3.9925046327517744,1.7248140694553193,12.821844326249131,8.0
7.34289866953836,1.4640115830722573,0.3696965604363369,10.665928427757686,0.24505998143592783,48.475465120261156,273.4868561127423,0.9946746997915469,2.8880273317196044,1.129684862591609,13.827165444408262,8.0
