# BUILDING_ENERGY Dataset
# Problem type: Regression
# Target variable: heating_load
# Number of samples: 768
# Number of features: 8
#
# Variables: relative_compactness, surface_area, wall_area, roof_area, overall_height, orientation, glazing_area, glazing_area_dist, heating_load
#
0.754834	615.072034	276.067113	212.975848	4.595176	2.000000	0.233252	1.000000	72.172340
0.962257	755.949648	361.811712	154.020908	4.448837	3.000000	0.292089	3.000000	85.586182
0.883518	547.025731	276.116677	119.851978	5.591839	3.000000	0.145929	4.000000	74.823907
0.835517	763.356974	335.065520	178.281583	6.531335	4.000000	0.256386	5.000000	90.191629
0.676167	551.981667	366.601434	122.800683	6.813568	2.000000	0.186473	5.000000	73.686330
0.676158	631.302463	263.329392	148.310851	3.870670	3.000000	0.075974	4.000000	65.443852
0.640910	748.904838	342.294046	166.192166	4.041900	5.000000	0.280695	3.000000	77.381890
0.931823	558.575724	289.000517	206.633033	6.806577	3.000000	0.222586	5.000000	79.794507
0.836401	581.899910	410.141959	164.663510	6.077873	3.000000	0.143449	1.000000	78.281892
0.874906	726.842255	327.928078	187.674029	6.590478	4.000000	0.364536	3.000000	86.020521
0.627410	726.190742	383.227722	219.708056	4.209214	5.000000	0.008374	3.000000	71.294138
0.969168	702.997404	339.363852	124.746675	5.556551	3.000000	0.126309	2.000000	78.931294
0.919679	718.520843	252.445249	140.539151	5.953989	3.000000	0.022753	5.000000	72.782702
0.696442	674.060986	353.585461	153.752012	5.880392	5.000000	0.306611	5.000000	83.985638
0.685457	588.528923	408.165673	156.756557	4.928531	2.000000	0.280843	4.000000	80.314841
0.686026	616.134622	348.176427	155.565074	3.553882	2.000000	0.132541	2.000000	69.986826
0.729527	567.889729	385.490889	210.314113	5.540241	3.000000	0.270265	2.000000	79.767127
0.808912	781.584465	396.641408	188.972099	4.385855	3.000000	0.158375	5.000000	81.405638
0.775500	686.017188	284.115681	177.271550	5.075890	2.000000	0.302502	3.000000	78.405967
0.724842	632.350317	281.365690	144.358342	6.851534	4.000000	0.181673	2.000000	76.911837
0.840267	650.329706	349.783240	201.072890	4.896624	5.000000	0.164912	4.000000	84.453258
0.670218	793.001302	315.491383	215.545421	6.439306	5.000000	0.373892	2.000000	86.610115
0.725172	559.585313	389.036213	200.787111	4.159892	4.000000	0.100352	4.000000	78.832237
0.751890	686.851571	399.353966	110.422553	5.853612	4.000000	0.048179	2.000000	72.009481
0.784185	663.231272	305.611767	180.413251	6.919524	4.000000	0.233817	4.000000	82.082702
0.902663	694.267545	285.623301	115.887676	3.856626	4.000000	0.387729	2.000000	78.353466
0.691883	519.824394	378.860126	138.651196	3.529120	4.000000	0.151136	2.000000	71.338598
