# AIRFOIL_NOISE Dataset
# Problem type: Regression
# Target variable: noise_level
# Number of samples: 1503
# Number of features: 5
#
# Variables: frequency, angle_of_attack, chord_length, free_stream_velocity, displacement_thickness, noise_level
#
6602.029467	8.534505	0.151718	68.120349	0.020751	256.906859
4758.892784	9.156414	0.049656	49.597611	0.024953	214.460242
15916.821621	1.738210	0.174630	49.979142	0.005936	299.665200
12563.509678	4.458469	0.087036	53.976533	0.030362	283.044456
19513.127245	1.246149	0.232612	37.802944	0.034809	368.330520
15225.940634	8.836778	0.037380	56.884050	0.043582	349.185949
410.276989	12.309379	0.170192	59.702899	0.030217	191.886744
689.593884	4.947521	0.277303	67.858171	0.045738	210.139176
2398.592119	15.270479	0.049913	63.808427	0.017491	212.566151
10855.357630	2.272173	0.235139	44.987982	0.056776	307.548300
1100.055235	14.111767	0.065969	69.785562	0.027570	202.505179
11121.092857	7.068219	0.170743	46.756549	0.019653	272.962218
14621.627905	1.227238	0.036837	56.511755	0.044728	323.155378
6107.891629	19.489556	0.158851	43.380926	0.030991	253.155932
14715.681416	3.470674	0.039619	41.820316	0.037063	302.041926
12882.408484	4.721722	0.068656	51.559766	0.010297	272.778936
4568.072197	7.676915	0.244009	64.333083	0.035562	242.953778
2716.914310	3.508453	0.269395	35.189089	0.054621	213.449670
6683.968841	0.550389	0.088476	60.009567	0.011396	214.388241
8415.876569	7.086623	0.234015	65.473438	0.004385	242.251663
2930.377547	0.296701	0.140021	61.049073	0.018598	185.433104
11905.300401	5.023429	0.187489	48.424779	0.041429	297.247598
7535.903149	0.464164	0.250512	64.009870	0.005402	217.666026
11999.325861	9.240722	0.286881	58.245216	0.002838	274.641549
15779.613498	1.440683	0.072269	52.882783	0.038838	331.080048
16959.509634	0.400172	0.086040	65.823726	0.038769	339.613258
10109.445402	14.084023	0.178819	61.042977	0.035577	300.299626
18231.077011	16.274714	0.300324	54.132735	0.006463	363.982776
9967.009493	5.173246	0.167592	42.673473	0.005209	250.384890
17066.917046	6.138050	0.068458	61.891764	0.048824	364.852702
16463.949117	12.228680	0.266603	42.352753	0.012417	333.090237
4448.685935	5.018237	0.193029	56.355612	0.017595	207.063530
4029.591545	18.322569	0.289002	66.744624	0.009085	233.408188
2864.621949	17.323092	0.127680	56.941139	0.030163	236.955645
16056.525219	15.528992	0.048973	66.177253	0.051375	373.007833
15428.885032	15.665756	0.056752	41.950705	0.030555	348.390603
4410.630072	18.671475	0.237650	37.057986	0.032833	239.928029
15252.196695	10.307764	0.288908	63.673495	0.058169	391.180818
