# CONCRETE_STRENGTH Dataset
# Problem type: Regression
# Target variable: strength
# Number of samples: 1030
# Number of features: 8
#
# Variables: cement, blast_furnace_slag, fly_ash, water, superplasticizer, coarse_aggregate, fine_aggregate, age, strength
#
407.053503	136.338458	16.265269	146.670873	29.503728	1102.463352	616.962703	283.375973	60.681998
227.329029	69.306643	148.002085	177.581385	16.178324	948.356827	950.165121	108.506617	42.566225
201.360937	16.201719	62.792890	236.926856	31.775376	810.138957	841.034941	7.525441	23.733886
343.475869	61.377829	44.224082	203.132242	8.668562	1031.003674	978.078019	274.194496	36.669632
417.127409	116.339121	51.762389	209.373983	19.297858	1100.727947	885.198656	109.587757	49.319112
287.320630	206.165922	179.259358	242.242739	30.939844	1029.107292	907.727887	100.417457	49.692463
531.574719	238.946241	121.021372	195.201919	24.151001	1061.287717	808.376057	139.469621	70.772600
401.955426	15.371994	129.942629	230.687727	22.140740	1116.688860	978.011589	169.410171	46.553132
312.648173	336.088657	43.424739	246.045782	23.771734	937.423862	874.164565	293.912681	46.852399
273.747473	84.594166	71.992620	206.208928	10.570704	1102.457573	760.873675	59.017334	30.299064
252.311971	53.513261	162.096604	207.282219	9.302927	1058.721607	621.461342	194.922045	27.149632
421.323772	190.567767	68.035046	143.809685	4.629581	860.928888	983.198205	4.514732	63.119310
294.094643	243.253309	162.530132	179.346880	19.307668	850.965146	944.962229	23.632682	60.732801
128.138919	110.303751	39.996963	213.966674	29.516989	798.889800	847.356797	238.849892	19.736421
276.343384	240.329398	146.475121	164.165020	24.478342	999.009076	813.657340	338.704343	65.019069
425.241988	105.651493	23.362197	135.720895	31.553489	1094.628159	836.531170	23.025243	67.144233
181.931378	323.879576	164.477074	123.636373	31.738187	744.627622	942.304488	99.538705	64.829160
178.847869	316.169411	134.542403	205.259825	13.890210	961.024609	961.757103	33.543125	40.544120
334.819502	25.558781	191.463560	125.192683	16.537031	1013.420249	709.882479	17.162267	58.892732
334.940483	53.994505	5.904424	182.519526	26.369566	1064.251126	714.923104	216.357570	40.531599
379.867620	250.603068	26.371413	232.221448	24.497933	951.586114	613.405838	321.703320	41.027244
474.051126	0.043116	5.454924	224.823438	24.797708	996.511480	988.161500	44.962069	48.595393
419.311432	295.031088	3.350054	211.641929	17.842288	936.738720	978.176071	214.556651	49.686701
369.628298	127.890093	169.210554	229.328614	18.780379	791.881052	906.922471	64.878336	47.520334
418.430202	267.318542	126.285014	215.302814	26.990113	737.826350	770.459726	149.539545	58.638422
243.456004	15.881157	128.752790	123.288951	30.196028	819.842047	820.818632	107.198539	52.462207
260.463431	75.125930	75.225536	180.373821	24.872592	1063.589266	902.111335	60.993065	35.329144
