relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_dist,heating_load
0.7548344427850505,615.0720341224768,276.06711344519766,212.975847567468,4.595175879747769,2,0.2332520876398334,1,72.17233987001312
0.9622571503075699,755.9496475735718,361.81171195499456,154.02090829640036,4.44883688817423,3,0.2920886871028997,3,85.5861818037343
0.8835178190521058,547.0257306648309,276.1166766298,119.85197753923381,5.591838989459461,3,0.14592898808311947,4,74.82390734303239
0.8355170543109331,763.3569737699484,335.0655202989008,178.28158340198758,6.53133471764092,4,0.2563862112395031,5,90.1916293643369
0.6761667105592771,551.9816667256028,366.6014338853972,122.8006828807953,6.813568051231885,2,0.1864726364510228,5,73.68633025577272
0.6761580273210329,631.302463424748,263.3293923107486,148.31085149388656,3.8706703154131517,3,0.07597445458302438,4,65.44385247641338
0.6409101003805519,748.9048375391887,342.29404566635696,166.19216624363844,4.041900144092019,5,0.2806953095509029,3,77.38188994865546
0.9318234124789766,558.5757236405395,289.00051740478386,206.63303334654063,6.806576905740779,3,0.22258585493952882,5,79.79450657575988
0.8364014042275552,581.8999101983966,410.141959103245,164.66351048249808,6.077873299171774,3,0.14344863278143657,1,78.28189218777817
0.8749061280065764,726.8422551075615,327.9280784124671,187.674028954991,6.590478386904206,4,0.3645356760314523,3,86.02052106387184
0.6274104179464889,726.1907417445459,383.22772228643964,219.7080564996475,4.209214219473701,5,0.008373647130693307,3,71.29413804980638
0.969167546778318,702.9974040682774,339.3638519797989,124.74667546875247,5.556550548882907,3,0.1263092604997984,2,78.93129439454717
0.9196793506881518,718.5208426733274,252.44524938460148,140.53915068852703,5.953988580461157,3,0.022752559111058626,5,72.78270226189139
0.6964420798441794,674.0609863441932,353.58546091437483,153.7520123346405,5.880391599064405,5,0.3066109264886509,5,83.98563788127349
0.6854569881945562,588.528923318644,408.1656731884417,156.75655668390615,4.928530918033443,2,0.2808429816455171,4,80.31484109978871
0.6860256235472362,616.1346220901523,348.1764271550958,155.56507354802642,3.55388212091958,2,0.13254088749452683,2,69.98682586920168
0.7295272074654335,567.8897287396192,385.4908893916945,210.3141130318602,5.540241198814921,3,0.2702651608828292,2,79.76712709625784
0.8089123153876057,781.5844650320867,396.6414084642519,188.97209905247092,4.385855387128631,3,0.15837489047837994,5,81.40563765748071
0.7755002067111616,686.0171876612394,284.1156808892419,177.2715498535001,5.075889861500116,2,0.3025015165689737,3,78.40596652194574
0.7248424904712951,632.3503165285101,281.3656900442609,144.35834214437173,6.851533552793361,4,0.18167346509468243,2,76.91183721532025
0.8402670421000566,650.329706271375,349.7832395879451,201.07288986039774,4.896623611748522,5,0.16491189113266624,4,84.45325757202063
0.670217789834735,793.0013018458737,315.49138257184984,215.54542139122003,6.4393056233254935,5,0.3738919661953204,2,86.6101147466377
0.7251720734726785,559.5853125161276,389.03621344164253,200.7871106511625,4.159892120122379,4,0.1003516399562801,4,78.8322368641689
0.751890263585729,686.8515706129384,399.3539656627589,110.42255284735988,5.853611743087601,4,0.048178935998626174,2,72.00948094820983
0.7841851943181329,663.231271592033,305.6117665504162,180.41325106272063,6.919524340536302,4,0.23381724530378328,4,82.08270200700586
0.9026633461014848,694.2675452177864,285.6233008641237,115.8876758039916,3.8566258530552786,4,0.3877287249136716,2,78.35346576054148
0.6918825615770094,519.8243940433271,378.8601258643223,138.65119604179284,3.529119797795172,4,0.15113568549087467,2,71.3385976582592
0.8051243978289002,770.9044292295805,292.12923509650534,116.81259821334183,5.01753977421415,4,0.02481470545151261,1,69.29977431247374
