# WINE_QUALITY Dataset
# Problem type: Classification
# Target variable: quality
# Number of samples: 1599
# Number of features: 11
#
# Variables: fixed_acidity, volatile_acidity, citric_acid, residual_sugar, chlorides, free_sulfur_dioxide, total_sulfur_dioxide, density, pH, sulphates, alcohol, quality
#
7.410942	1.475636	0.931177	1.452989	0.201308	31.796726	74.334842	0.995277	2.918324	0.511390	13.971393	8.000000
6.442655	1.254382	0.869997	10.048958	0.588161	67.016361	102.031516	1.002845	3.234748	1.908842	10.231746	6.000000
13.455169	1.531184	0.525405	3.232118	0.148871	28.639903	233.121365	1.003325	3.592408	0.618168	8.741205	7.000000
13.736314	1.319996	0.145592	3.840629	0.241070	62.055577	13.087273	0.998955	3.046270	1.109239	13.431045	9.000000
11.669601	0.957073	0.212647	9.666009	0.167857	4.363488	6.712906	0.996867	3.448536	0.612620	14.367800	9.000000
11.426484	0.953219	0.630992	7.763980	0.046805	51.428423	240.982812	1.001430	3.594072	0.403775	13.629817	9.000000
14.608432	0.302120	0.642501	9.227073	0.268934	18.182818	193.500818	1.001037	3.600123	0.707352	13.001134	9.000000
13.178027	1.134195	0.810686	10.221958	0.279771	52.450501	199.829796	0.999927	2.872569	0.549387	9.229273	8.000000
6.646487	1.399529	0.029834	5.735032	0.155448	17.180017	172.419998	1.002386	3.278519	1.772057	13.501223	9.000000
6.296913	0.845724	0.998501	9.479113	0.499869	57.148500	258.818029	0.999495	3.379636	0.767111	13.849720	5.000000
9.523177	0.543523	0.113174	12.762201	0.210222	42.614957	245.357283	1.000246	3.790139	1.139983	12.664883	9.000000
8.953580	0.218387	0.718277	11.834893	0.427926	11.343528	167.736073	0.997730	3.539360	0.635464	12.282820	8.000000
11.105522	0.135591	0.045592	1.609814	0.340249	50.590955	226.454422	1.000899	3.492549	0.429947	10.363071	7.000000
6.250825	1.325799	0.041683	13.049230	0.602293	8.687349	270.423454	0.995453	3.549897	0.471934	13.925921	3.000000
12.358501	1.001978	0.613931	12.521746	0.544840	40.768197	260.875766	0.995441	3.973229	1.218674	13.581997	7.000000
9.897485	0.658431	0.254801	15.079305	0.219930	15.761882	112.057375	0.996922	3.187888	1.312916	8.669054	9.000000
